matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr
rajat20,605045,86916,86916,0,r,3.876909,0,6.961261,1,29105,591019,14026,97.682,602887,2158,99.643,594258,10787,98.217,934.734436,838.776123,944.372498,788.023071,760.765686,854.315796,869.567444,1.114403,0.989794,1.186176,1.228676,1.094132,1.074942,0.0,2.79422e-08,4.71527e-13,1.23392e-12,1.48423e-08,1.48423e-08,1.48423e-08,569.426819,1.641536,1.0647e-07
TSOPF_FS_b300_c2,8767466,56814,56814,1,r,1.030937,0,154.318759,1,27742,7651283,1116183,87.26899999999999,7761448,1006018,88.52600000000001,4813003,3954463,54.896,470.414337,383.640564,396.046844,393.339081,427.766785,429.786102,420.478973,1.226185,1.187774,1.195951,1.099698,1.094531,1.118758,0.0,3.94941e-08,7.07009e-13,2.28399e-12,1.02228e-08,1.02228e-08,1.02228e-08,375.468018,1.252875,6.06366e-08
TSOPF_FS_b300_c3,13135930,84414,84414,1,r,0.710272,0,155.613168,1,41542,11469723,1666207,87.316,11467997,1667933,87.303,7213041,5922889,54.911,700.616699,578.942993,593.498352,592.975281,637.740051,637.593628,634.93634,1.210165,1.180486,1.181528,1.098593,1.098845,1.103444,0.0,4.83139e-08,7.90483e-13,6.94261e-13,2.97846e-10,2.97846e-10,2.97846e-10,563.116028,1.244178,6.35142e-08
circuit5M_dc,19194193,3523317,3523317,0,r,0.117164,0,5.447762,1,27,17428083,1766110,90.79899999999999,14365600,4828593,74.843,9502278,9691915,49.506,1163.174927,958.779419,1147.614868,1349.739014,1108.747314,1119.640625,1486.490601,1.213183,1.013559,0.861778,1.049089,1.038882,0.782497,0.0,6.02887e-08,9.86376e-13,8.98408e-14,6.02887e-08,6.02887e-08,6.02887e-08,894.018555,1.301064,6.02887e-08
rajat25,607235,87190,87190,0,r,0.665828,0,6.964503,1,29105,595033,12202,97.991,594207,13028,97.855,579276,27959,95.396,911.563171,855.079285,934.017456,947.182556,880.520996,861.795837,901.501404,1.066057,0.975959,0.962394,1.035254,1.057748,1.011161,0.0,3.61476e-08,1.52571e-12,1.25711e-12,2.41896e-09,2.41896e-09,2.41896e-09,570.890808,1.596738,7.44758e-08
x104,10167624,108384,108384,1,r,49.245827,0,93.811116,30,324,7125202,3042422,70.077,8625732,1541892,84.83500000000001,3290418,6877206,32.362,304.091125,229.324799,285.278778,270.248444,285.497345,285.26181,295.438324,1.326028,1.065944,1.125228,1.065128,1.066007,1.029288,0.0,4.44451e-08,2.12459e-12,1.25657e-10,7.5922e-11,7.5922e-11,7.5922e-11,220.577789,1.378612,7.37872e-08
c-64,717841,51035,51035,1,r,31.781661,0,14.065661,2,9474,327548,390293,45.629999999999995,611304,106537,85.15899999999999,395850,321991,55.144999999999996,197.066757,175.741959,205.372955,229.082947,221.937668,206.380035,389.86853,1.121342,0.959556,0.860242,0.887937,0.954873,0.50547,0.0,5.65779e-08,2.4981e-12,3.50066e-11,3.39421e-10,3.39421e-10,3.39421e-10,150.498306,1.309428,9.8141e-08
case39,1042160,40216,40216,1,r,0.187231,0,25.914064,1,20024,820762,221398,78.756,820542,221618,78.735,211897,830263,20.332,228.458496,203.427841,219.694305,217.553986,237.368317,236.941315,238.728195,1.123044,1.039893,1.050123,0.962464,0.964199,0.956982,0.0,4.14104e-08,3.39774e-12,1.94109e-13,7.23389e-11,7.23389e-11,7.23389e-11,198.710266,1.149707,5.33095e-08
TSOPF_FS_b39_c19,1977600,76216,76216,1,r,0.141432,0,25.947308,1,38024,1558762,418838,78.821,1558538,419062,78.81,405377,1572223,20.498,438.226959,411.100159,420.027191,421.306183,437.681152,435.751923,444.372986,1.065986,1.04333,1.040163,1.001247,1.00568,0.986169,0.0,3.95019e-08,3.39794e-12,2.88706e-13,1.64704e-10,1.64704e-10,1.64704e-10,394.876923,1.109781,7.0725e-08
TSOPF_RS_b2383_c1,16171169,38120,38120,0,r,0.089888,0,424.217445,2,983,16041721,129448,99.2,16039594,131575,99.18599999999999,16071723,99446,99.385,454.381561,311.749634,317.378754,317.71814,304.300018,303.321075,313.417725,1.457521,1.43167,1.43014,1.493203,1.498022,1.449763,0.0,4.3058e-08,3.59775e-12,1.15357e-13,1.40042e-11,1.40042e-11,1.40042e-11,306.881531,1.480642,6.2641e-08
TSOPF_FS_b39_c30,3121160,120216,120216,1,r,0.1198,0,25.962933,1,60024,2460762,660398,78.84100000000001,2460534,660626,78.834,639897,2481263,20.502000000000002,698.455017,660.474854,659.455261,658.393677,697.43103,687.678467,708.457458,1.057504,1.059139,1.060847,1.001468,1.015671,0.985881,0.0,2.8965e-08,3.65558e-12,2.59497e-13,1.07327e-10,1.07327e-10,1.07327e-10,631.602173,1.105846,5.53752e-08
TSOPF_RS_b2383,16171169,38120,38120,0,r,0.089888,0,424.217445,2,983,16041721,129448,99.2,16039594,131575,99.18599999999999,16071723,99446,99.385,453.344269,311.365631,317.353119,317.587341,304.369659,303.296509,313.154572,1.455987,1.428517,1.427463,1.489453,1.494723,1.447669,0.0,4.05189e-08,3.84684e-12,1.27952e-13,1.33703e-11,1.33703e-11,1.33703e-11,306.795532,1.477676,5.89345e-08
rajat23,556938,110355,110355,0,r,1.938896,0,5.046785,1,3401,417201,139737,74.91,451490,105448,81.066,302036,254902,54.232,135.408325,88.514305,146.322052,144.059143,156.25795,156.781693,151.618683,1.52979,0.925413,0.93995,0.866569,0.863674,0.893085,0.0,1.89594e-08,3.92393e-12,7.03082e-12,2.79101e-10,2.79101e-10,2.79101e-10,82.584541,1.639633,8.92935e-08
TSOPF_FS_b39_c7,730080,28216,28216,1,r,0.242315,0,25.874681,1,14024,574762,155318,78.726,574554,155526,78.69699999999999,149537,580543,20.482,155.265381,109.166367,149.32048,149.822144,161.092453,158.988831,159.162521,1.422282,1.039813,1.036331,0.963828,0.97658,0.975515,0.0,4.98762e-08,4.31394e-12,4.4909e-13,2.54035e-10,2.54035e-10,2.54035e-10,104.527458,1.485403,8.01076e-08
TSOPF_FS_b162_c4,2398220,40798,40798,1,r,1.246466,0,58.782783,1,20054,2048405,349815,85.414,2130032,268188,88.81700000000001,1290610,1107610,53.815000000000005,255.449081,229.761017,238.632614,236.666077,253.330429,252.382202,243.207169,1.111803,1.07047,1.079365,1.008363,1.012152,1.050335,0.0,4.56721e-08,4.85881e-12,8.41912e-12,7.0118e-11,7.0118e-11,7.0118e-11,224.347137,1.138633,7.07613e-08
